"DiseaseID","DiseaseName","OmimID"
"Obe_0090","Obesity","614202"
"Obe_0091","Obesity","609044"
"Obe_0092","Obesity","600713"
"Obe_0093","Obesity","600374"
"Obe_0094","Obesity","137241"
"Obe_0095","Obesity","113505"
"Obe_0096","Obesity","102720"
"Obe_0097","Obesity","617119"
"Obe_0098","Obesity","615835"
"Obe_0099","Obesity","162640"
"Obe_0101","Obesity","190180"
"Obe_0102","Obesity","114855"
"Obe_0103","Obesity","184700"
"Obe_0104","Obesity","619755"
"Obe_0105","Obesity","619326"
"Obe_0106","Obesity","617752"
"Obe_0107","Obesity","615586"
"Obe_0108","Obesity","613084"
"Obe_0109","Obesity","604630"
"Obe_0110","Obesity","601158"
"Obe_0111","Obesity","600781"
"Obe_0112","Obesity","600151"
"Obe_0113","Obesity","147670"
"Obe_0114","Obesity","606844"
"Obe_0115","Obesity","611913"
"Obe_0116","Obesity","176885"
"Obe_0117","Obesity","605565"
"Obe_0118","Obesity","603128"
"Obe_0119","Obesity","602311"
"Obe_0120","Obesity","601197"
"Obe_0121","Obesity","600797"
"Obe_0122","Obesity","615982"
"Obe_0123","Obesity","605231"
"Obe_0124","Obesity","615759"
"Obe_0125","Obesity","615410"
"Obe_0126","Obesity","600456"
"Obe_0127","Obesity","176730"
"Obe_0128","Obesity","604896"
"Obe_0129","Obesity","191160"
"Obe_0130","Obesity","186357"
"Obe_0131","Obesity","118945"
"Obe_0132","Obesity","125853"
"Obe_0133","Obesity","600291"
"Obe_0134","Obesity","612459"
"Obe_0135","Obesity","605353"
"Obe_0136","Obesity","600201"
"Obe_0137","Obesity","113730"
"Obe_0138","Obesity","203800"
"Obe_0139","Obesity","602606"
"Obe_0140","Obesity","602044"
"Obe_0141","Obesity","173335"
"Obe_0142","Obesity","209900"
"Obe_0143","Obesity","601693"
"Obe_0144","Obesity","606641"
"Obe_0145","Obesity","109691"
"Obe_0146","Obesity","601487"
"Obe_0147","Obesity","176270"
"Obe_0148","Obesity","601007"
"Obe_0149","Obesity","176830"
"Obe_0150","Obesity","164160"
"Obe_0151","Obesity","155541"
"Obe_0152","Obesity","617549"
"Obe_0153","Obesity","610966"
"Obe_0154","Obesity","608410"
"Obe_0155","Obesity","605572"
"Obe_0156","Obesity","300306"
"Obe_0157","Obesity","603188"
"Obe_0158","Obesity","601794"
"Obe_0159","Obesity","620195"
"Obe_0160","Obesity","618620"
"Obe_0161","Obesity","617991"
"Obe_0162","Obesity","617885"
"Obe_0163","Obesity","617296"
"Obe_0164","Obesity","616521"
"Obe_0165","Obesity","616368"
"Obe_0166","Obesity","616188"
"Obe_0167","Obesity","615703"
"Obe_0168","Obesity","615457"
"Obe_0169","Obesity","614963"
"Obe_0170","Obesity","614962"
"Obe_0171","Obesity","613886"
"Obe_0172","Obesity","613444"
"Obe_0173","Obesity","612460"
"Obe_0174","Obesity","612362"
"Obe_0175","Obesity","609734"
"Obe_0176","Obesity","300148"
"Obe_0177","Obesity","607514"
"Obe_0178","Obesity","607447"
"Obe_0179","Obesity","602025"
"Obe_0180","Obesity","600955"
"Obe_0181","Obesity","309585"
"Obe_0182","Obesity","216550"
"Obe_0183","Obesity","601665"
"Obe_0184","Obesity","605552"
"Obe_0185","Obesity","606772"
"Obe_0186","Obesity","618406"
"Obe_0187","Obesity","615812"
"Obe_0188","Obesity","612469"
"Ova_0001","Ovarian cancer","604370"
"Ova_0002","Ovarian cancer","613635"
"Ova_0003","Ovarian cancer","609243"
"Ova_0004","Ovarian cancer","608828"
"Ova_0005","Ovarian cancer","608574"
"Ova_0006","Ovarian cancer","166490"
"Ova_0007","Ovarian cancer","613867"
"Ova_0008","Ovarian cancer","613844"
"Ova_0009","Ovarian cancer","613400"
"Ova_0010","Ovarian cancer","613360"
"Ova_0011","Ovarian cancer","613234"
"Ova_0012","Ovarian cancer","612585"
"Ova_0013","Ovarian cancer","612510"
"Ova_0014","Ovarian cancer","611232"
"Ova_0015","Ovarian cancer","610672"
"Ova_0016","Ovarian cancer","608522"
"Ova_0017","Ovarian cancer","608464"
"Ova_0018","Ovarian cancer","608413"
"Ova_0019","Ovarian cancer","608295"
"Ova_0020","Ovarian cancer","608254"
"Ova_0021","Ovarian cancer","608162"
"Ova_0022","Ovarian cancer","607950"
"Ova_0023","Ovarian cancer","607938"
"Ova_0024","Ovarian cancer","607679"
"Ova_0025","Ovarian cancer","173870"
"Ova_0026","Ovarian cancer","173325"
"Ova_0027","Ovarian cancer","166945"
"Ova_0028","Ovarian cancer","616092"
"Ova_0029","Ovarian cancer","612942"
"Ova_0030","Ovarian cancer","611011"
"Ova_0031","Ovarian cancer","159559"
"Ova_0032","Ovarian cancer","155120"
"Ova_0033","Ovarian cancer","153455"
"Ova_0034","Ovarian cancer","147370"
"Ova_0035","Ovarian cancer","605643"
"Ova_0036","Ovarian cancer","605638"
"Ova_0037","Ovarian cancer","605367"
"Ova_0038","Ovarian cancer","605114"
"Ova_0039","Ovarian cancer","604881"
"Ova_0040","Ovarian cancer","300840"
"Ova_0041","Ovarian cancer","300654"
"Ova_0042","Ovarian cancer","300070"
"Ova_0043","Ovarian cancer","300050"
"Ova_0044","Ovarian cancer","606608"
"Ova_0045","Ovarian cancer","606357"
"Ova_0046","Ovarian cancer","606229"
"Ova_0047","Ovarian cancer","604378"
"Ova_0048","Ovarian cancer","603946"
"Ova_0049","Ovarian cancer","603612"
"Ova_0050","Ovarian cancer","603241"
"Ova_0051","Ovarian cancer","603113"
"Ova_0052","Ovarian cancer","602929"
"Ova_0053","Ovarian cancer","602920"
"Ova_0054","Ovarian cancer","602645"
"Ova_0055","Ovarian cancer","601728"
"Ova_0056","Ovarian cancer","601712"
"Ova_0057","Ovarian cancer","601573"
"Ova_0058","Ovarian cancer","601566"
"Ova_0059","Ovarian cancer","601426"
"Ova_0060","Ovarian cancer","601281"
"Ova_0061","Ovarian cancer","600723"
"Ova_0062","Ovarian cancer","600267"
"Ova_0063","Ovarian cancer","600160"
"Ova_0064","Ovarian cancer","600074"
"Ova_0065","Ovarian cancer","134637"
"Ova_0066","Ovarian cancer","131244"
"Ova_0067","Ovarian cancer","190070"
"Ova_0068","Ovarian cancer","189990"
"Ova_0069","Ovarian cancer","600453"
"Ova_0070","Ovarian cancer","603024"
"Ova_0071","Ovarian cancer","116810"
"Ova_0072","Ovarian cancer","109684"
"Ova_0073","Ovarian cancer","155600"
"Ova_0074","Ovarian cancer","131200"
"Ova_0075","Ovarian cancer","619975"
"Ova_0076","Ovarian cancer","614337"
"Ova_0077","Ovarian cancer","614327"
"Ova_0078","Ovarian cancer","614320"
"Ova_0079","Ovarian cancer","613659"
"Ova_0080","Ovarian cancer","613347"
"Ova_0081","Ovarian cancer","613325"
"Ova_0082","Ovarian cancer","158320"
"Ova_0083","Ovarian cancer","619655"
"Ova_0084","Ovarian cancer","617322"
"Ova_0085","Ovarian cancer","617264"
"Ova_0086","Ovarian cancer","615764"
"Ova_0087","Ovarian cancer","614554"
"Ova_0088","Ovarian cancer","612473"
"Ova_0089","Ovarian cancer","612398"
"Ova_0090","Ovarian cancer","611153"
"Ova_0091","Ovarian cancer","610355"
"Ova_0092","Ovarian cancer","610012"
"Ova_0093","Ovarian cancer","609644"
"Ova_0094","Ovarian cancer","608777"
"Ova_0095","Ovarian cancer","171050"
"Ova_0096","Ovarian cancer","612944"
"Ova_0097","Ovarian cancer","612912"
"Ova_0098","Ovarian cancer","609194"
"Ova_0099","Ovarian cancer","614440"
"Ova_0101","Ovarian cancer","146733"
"Ova_0102","Ovarian cancer","605644"
"Ova_0103","Ovarian cancer","605422"
"Ova_0104","Ovarian cancer","605131"
"Ova_0105","Ovarian cancer","605106"
"Ova_0106","Ovarian cancer","300682"
"Ova_0107","Ovarian cancer","300620"
"Ova_0108","Ovarian cancer","604373"
"Ova_0109","Ovarian cancer","604238"
"Ova_0110","Ovarian cancer","603574"
"Ova_0111","Ovarian cancer","602652"
"Ova_0112","Ovarian cancer","602194"
"Ova_0113","Ovarian cancer","601937"
"Ova_0114","Ovarian cancer","601385"
"Ova_0115","Ovarian cancer","600678"
"Ova_0116","Ovarian cancer","600551"
"Ova_0117","Ovarian cancer","600408"
"Ova_0118","Ovarian cancer","600212"
"Ova_0119","Ovarian cancer","600098"
"Ova_0120","Ovarian cancer","600008"
"Ova_0121","Ovarian cancer","133430"
"Ova_0122","Ovarian cancer","602959"
"Ova_0123","Ovarian cancer","120360"
"Ova_0124","Ovarian cancer","116806"
"Ova_0125","Ovarian cancer","112203"
"Ova_0126","Ovarian cancer","615723"
"Ova_0127","Ovarian cancer","615134"
"Ova_0128","Ovarian cancer","176807"
"Ova_0129","Ovarian cancer","148500"
"Ova_0130","Ovarian cancer","260350"
"Ova_0131","Ovarian cancer","617500"
"Ova_0132","Ovarian cancer","616644"
"Ova_0133","Ovarian cancer","616348"
"Ova_0134","Ovarian cancer","614776"
"Ova_0135","Ovarian cancer","142958"
"Ova_0136","Ovarian cancer","142957"
"Ova_0137","Ovarian cancer","142956"
"Ova_0138","Ovarian cancer","142950"
"Ova_0139","Ovarian cancer","605100"
"Ova_0140","Ovarian cancer","300771"
"Ova_0141","Ovarian cancer","606154"
"Ova_0142","Ovarian cancer","604419"
"Ova_0143","Ovarian cancer","603044"
"Ova_0144","Ovarian cancer","192240"
"Ova_0145","Ovarian cancer","192090"
"Ova_0146","Ovarian cancer","191170"
"Ova_0147","Ovarian cancer","188230"
"Ova_0148","Ovarian cancer","300929"
"Ova_0149","Ovarian cancer","617434"
"Ova_0150","Ovarian cancer","167790"
"Ova_0151","Ovarian cancer","164730"
"Ova_0152","Ovarian cancer","605504"
"Ova_0153","Ovarian cancer","607294"
"Ova_0154","Ovarian cancer","606278"
"Ova_0155","Ovarian cancer","606241"
"Ova_0156","Ovarian cancer","604124"
"Ova_0157","Ovarian cancer","602667"
"Ova_0158","Ovarian cancer","602216"
"Ova_0159","Ovarian cancer","601051"
"Ova_0160","Ovarian cancer","607995"
"Ova_0161","Ovarian cancer","179617"
"Ova_0162","Ovarian cancer","605882"
"Ova_0163","Ovarian cancer","605193"
"Ova_0164","Ovarian cancer","604607"
"Ova_0165","Ovarian cancer","602544"
"Ova_0166","Ovarian cancer","614350"
"Ova_0167","Ovarian cancer","609309"
"Ova_0168","Ovarian cancer","607606"
"Ova_0169","Ovarian cancer","605782"
"Ova_0170","Ovarian cancer","605402"
"Ova_0171","Ovarian cancer","601593"
"Ova_0172","Ovarian cancer","190020"
"Ova_0173","Ovarian cancer","604033"
"Ova_0174","Ovarian cancer","194355"
"Ova_0175","Ovarian cancer","144200"
"Ova_0176","Ovarian cancer","164870"
"Ova_0177","Ovarian cancer","600632"
"Ova_0178","Ovarian cancer","617883"
"Ova_0179","Ovarian cancer","171834"
"Ova_0180","Ovarian cancer","114480"
"Ova_0181","Ovarian cancer","120435"
"Ova_0182","Ovarian cancer","602954"
"Ova_0183","Ovarian cancer","600185"
"Ova_0184","Ovarian cancer","602774"
"Ova_0185","Ovarian cancer","113705"
"Ova_0186","Ovarian cancer","620054"
"Ova_0187","Ovarian cancer","619530"
"Ova_0188","Ovarian cancer","607896"
"Ova_0189","Ovarian cancer","603527"
"Ova_0190","Ovarian cancer","601404"
"Ova_0191","Ovarian cancer","601236"
"Ova_0192","Ovarian cancer","136430"
"Ova_0193","Ovarian cancer","607893"
"Ova_0194","Ovarian cancer","614291"
"Ova_0195","Ovarian cancer","613399"
"Ova_0196","Ovarian cancer","612555"
"Ova_0197","Ovarian cancer","167000"
"Phe_0001","Phenylketonuria","261600"
"Phe_0002","Phenylketonuria","612719"
"Phe_0003","Phenylketonuria","300401"
"Phe_0004","Phenylketonuria","607474"
"Phe_0005","Phenylketonuria","606829"
"Phe_0006","Phenylketonuria","603758"
"Phe_0007","Phenylketonuria","608049"
"Phe_0008","Phenylketonuria","607373"
"Phe_0009","Phenylketonuria","212200"
"Phe_0010","Phenylketonuria","613163"
"Phe_0011","Phenylketonuria","612716"
"Phe_0012","Phenylketonuria","608636"
"Phe_0013","Phenylketonuria","151600"
"Phe_0014","Phenylketonuria","300496"
"Phe_0015","Phenylketonuria","300495"
"Phe_0016","Phenylketonuria","300425"
"Phe_0017","Phenylketonuria","276600"
"Phe_0018","Phenylketonuria","256300"
"Phe_0019","Phenylketonuria","236200"
"Phe_0020","Phenylketonuria","234500"
"Phe_0021","Phenylketonuria","233910"
"Phe_0022","Phenylketonuria","225100"
"Phe_0023","Phenylketonuria","601815"
"Phe_0024","Phenylketonuria","208400"
"Phe_0025","Phenylketonuria","612210"
"Phe_0026","Phenylketonuria","182125"
"Phe_0027","Phenylketonuria","142410"
"Phe_0028","Phenylketonuria","250900"
"Phe_0029","Phenylketonuria","249500"
"Phe_0030","Phenylketonuria","237900"
"Phe_0031","Phenylketonuria","209850"
"Phe_0032","Phenylketonuria","261630"
"Phe_0033","Phenylketonuria","261640"
"Phe_0034","Phenylketonuria","612349"
"Pro_0001","Prostate cancer","605097"
"Pro_0002","Prostate cancer","602650"
"Pro_0003","Prostate cancer","602060"
"Pro_0004","Prostate cancer","192090"
"Pro_0005","Prostate cancer","609205"
"Pro_0006","Prostate cancer","154790"
"Pro_0007","Prostate cancer","607189"
"Pro_0008","Prostate cancer","606878"
"Pro_0009","Prostate cancer","603406"
"Pro_0010","Prostate cancer","603248"
"Pro_00100","Prostate cancer","607281"
"Pro_0011","Prostate cancer","603162"
"Pro_0012","Prostate cancer","602822"
"Pro_0013","Prostate cancer","602728"
"Pro_0014","Prostate cancer","602692"
"Pro_0015","Prostate cancer","602619"
"Pro_0016","Prostate cancer","601984"
"Pro_0017","Prostate cancer","601364"
"Pro_0018","Prostate cancer","601241"
"Pro_0019","Prostate cancer","600934"
"Pro_0020","Prostate cancer","600725"
"Pro_0021","Prostate cancer","600160"
"Pro_0022","Prostate cancer","600150"
"Pro_0023","Prostate cancer","480100"
"Pro_0024","Prostate cancer","128990"
"Pro_0025","Prostate cancer","125264"
"Pro_0026","Prostate cancer","190070"
"Pro_0027","Prostate cancer","186910"
"Pro_0028","Prostate cancer","300994"
"Pro_0029","Prostate cancer","600483"
"Pro_0030","Prostate cancer","601663"
"Pro_0031","Prostate cancer","120436"
"Pro_0032","Prostate cancer","613498"
"Pro_0033","Prostate cancer","600082"
"Pro_0034","Prostate cancer","601228"
"Pro_0035","Prostate cancer","125853"
"Pro_0036","Prostate cancer","619116"
"Pro_0037","Prostate cancer","617688"
"Pro_0038","Prostate cancer","616250"
"Pro_0039","Prostate cancer","614510"
"Pro_0040","Prostate cancer","614509"
"Pro_0041","Prostate cancer","613186"
"Pro_0042","Prostate cancer","611888"
"Pro_0043","Prostate cancer","611715"
"Pro_0044","Prostate cancer","611314"
"Pro_0045","Prostate cancer","610657"
"Pro_0046","Prostate cancer","609492"
"Pro_0047","Prostate cancer","608749"
"Pro_0048","Prostate cancer","608385"
"Pro_0049","Prostate cancer","608067"
"Pro_0050","Prostate cancer","180980"
"Pro_0051","Prostate cancer","164870"
"Pro_0052","Prostate cancer","610989"
"Pro_0053","Prostate cancer","300669"
"Pro_0054","Prostate cancer","300287"
"Pro_0055","Prostate cancer","300188"
"Pro_0056","Prostate cancer","606877"
"Pro_0057","Prostate cancer","606680"
"Pro_0058","Prostate cancer","606246"
"Pro_0059","Prostate cancer","602686"
"Pro_0060","Prostate cancer","602341"
"Pro_0061","Prostate cancer","601936"
"Pro_0062","Prostate cancer","601600"
"Pro_0063","Prostate cancer","601231"
"Pro_0064","Prostate cancer","600711"
"Pro_0065","Prostate cancer","139191"
"Pro_0066","Prostate cancer","191170"
"Pro_0067","Prostate cancer","190080"
"Pro_0068","Prostate cancer","189907"
"Pro_0069","Prostate cancer","609310"
"Pro_0070","Prostate cancer","114480"
"Pro_0071","Prostate cancer","620064"
"Pro_0072","Prostate cancer","618053"
"Pro_0073","Prostate cancer","617552"
"Pro_0074","Prostate cancer","617314"
"Pro_0075","Prostate cancer","613786"
"Pro_0076","Prostate cancer","613505"
"Pro_0077","Prostate cancer","613481"
"Pro_0078","Prostate cancer","613184"
"Pro_0079","Prostate cancer","613131"
"Pro_0080","Prostate cancer","610601"
"Pro_0081","Prostate cancer","610345"
"Pro_0082","Prostate cancer","610323"
"Pro_0083","Prostate cancer","608160"
"Pro_0084","Prostate cancer","614489"
"Pro_0085","Prostate cancer","607549"
"Pro_0086","Prostate cancer","601053"
"Pro_0087","Prostate cancer","600664"
"Pro_0088","Prostate cancer","301011"
"Pro_0089","Prostate cancer","300068"
"Pro_0090","Prostate cancer","618191"
"Pro_0091","Prostate cancer","617269"
"Pro_0092","Prostate cancer","615531"
"Pro_0093","Prostate cancer","612236"
"Pro_0094","Prostate cancer","611734"
"Pro_0095","Prostate cancer","611098"
"Pro_0096","Prostate cancer","607635"
"Pro_0097","Prostate cancer","610962"
"Pro_0098","Prostate cancer","164160"
"Pro_0099","Prostate cancer","605120"
"Pro_0101","Prostate cancer","607138"
"Pro_0102","Prostate cancer","603767"
"Pro_0103","Prostate cancer","602681"
"Pro_0104","Prostate cancer","601767"
"Pro_0105","Prostate cancer","601329"
"Pro_0106","Prostate cancer","600033"
"Pro_0107","Prostate cancer","400022"
"Pro_0108","Prostate cancer","186360"
"Pro_0109","Prostate cancer","104155"
"Pro_0110","Prostate cancer","612555"
"Pro_0111","Prostate cancer","604370"
"Pro_0112","Prostate cancer","617122"
"Pro_0113","Prostate cancer","611268"
"Pro_0114","Prostate cancer","609922"
"Pro_0115","Prostate cancer","173870"
"Pro_0116","Prostate cancer","614451"
"Pro_0117","Prostate cancer","606861"
"Pro_0118","Prostate cancer","606591"
"Pro_0119","Prostate cancer","606551"
"Pro_0120","Prostate cancer","604415"
"Pro_0121","Prostate cancer","602470"
"Pro_0122","Prostate cancer","602465"
"Pro_0123","Prostate cancer","602260"
"Pro_0124","Prostate cancer","601047"
"Pro_0125","Prostate cancer","142440"
"Pro_0126","Prostate cancer","611469"
"Pro_0127","Prostate cancer","612659"
"Pro_0128","Prostate cancer","611267"
"Pro_0129","Prostate cancer","164960"
"Pro_0130","Prostate cancer","147380"
"Pro_0131","Prostate cancer","606628"
"Pro_0132","Prostate cancer","600993"
"Pro_0133","Prostate cancer","600778"
"Pro_0134","Prostate cancer","139190"
"Pro_0135","Prostate cancer","605878"
"Pro_0136","Prostate cancer","605443"
"Pro_0137","Prostate cancer","602041"
"Pro_0138","Prostate cancer","120435"
"Pro_0139","Prostate cancer","147440"
"Pro_0140","Prostate cancer","613117"
"Pro_0141","Prostate cancer","601487"
"Pro_0142","Prostate cancer","602294"
"Pro_0143","Prostate cancer","602053"
"Pro_0144","Prostate cancer","600541"
"Pro_0145","Prostate cancer","600020"
"Pro_0146","Prostate cancer","165080"
"Pro_0147","Prostate cancer","180435"
"Pro_0148","Prostate cancer","607306"
"Pro_0149","Prostate cancer","601573"
"Pro_0150","Prostate cancer","124010"
"Pro_0151","Prostate cancer","600997"
"Pro_0152","Prostate cancer","600185"
"Pro_0153","Prostate cancer","113705"
"Pro_0154","Prostate cancer","157145"
"Pro_0155","Prostate cancer","604607"
"Pro_0156","Prostate cancer","153622"
"Pro_0157","Prostate cancer","601728"
"Pro_0158","Prostate cancer","604373"
"Pro_0159","Prostate cancer","605367"
"Pro_0160","Prostate cancer","313700"
"Pro_0161","Prostate cancer","618192"
"Pro_0162","Prostate cancer","617678"
"Pro_0163","Prostate cancer","617647"
"Pro_0164","Prostate cancer","616273"
"Pro_0165","Prostate cancer","612191"
"Pro_0166","Prostate cancer","610697"
"Pro_0167","Prostate cancer","610603"
"Pro_0168","Prostate cancer","610144"
"Pro_0169","Prostate cancer","609717"
"Pro_0170","Prostate cancer","616043"
"Pro_0171","Prostate cancer","605096"
"Pro_0172","Prostate cancer","605094"
"Pro_0173","Prostate cancer","604845"
"Pro_0174","Prostate cancer","604146"
"Pro_0175","Prostate cancer","603733"
"Pro_0176","Prostate cancer","601385"
"Pro_0177","Prostate cancer","600623"
"Pro_0178","Prostate cancer","611959"
"Pro_0179","Prostate cancer","611958"
"Pro_0180","Prostate cancer","611955"
"Pro_0181","Prostate cancer","611100"
"Pro_0182","Prostate cancer","609558"
"Pro_0183","Prostate cancer","609299"
"Pro_0184","Prostate cancer","608656"
"Pro_0185","Prostate cancer","607592"
"Pro_0186","Prostate cancer","300704"
"Pro_0187","Prostate cancer","614731"
"Pro_0188","Prostate cancer","611928"
"Pro_0189","Prostate cancer","611868"
"Pro_0190","Prostate cancer","176807"
"Pro_0191","Prostate cancer","610997"
"Pro_0192","Prostate cancer","603688"
"Pro_0193","Prostate cancer","601518"
"Pro_0194","Prostate cancer","615568"
"Pro_0195","Prostate cancer","615452"
"Pro_0196","Prostate cancer","610321"
"Pro_0197","Prostate cancer","608658"
"Pro_0198","Prostate cancer","300147"
"Pro_0199","Prostate cancer","602759"
"Sclc_0001","Small cell lung cancer","182280"
"Sclc_0002","Small cell lung cancer","602446"
"Sclc_0003","Small cell lung cancer","602369"
"Sclc_0004","Small cell lung cancer","602267"
"Sclc_0005","Small cell lung cancer","602130"
"Sclc_0006","Small cell lung cancer","601991"
"Sclc_0007","Small cell lung cancer","619997"
"Sclc_0008","Small cell lung cancer","619450"
"Sclc_0009","Small cell lung cancer","619277"
"Sclc_0010","Small cell lung cancer","618518"
"Sclc_0011","Small cell lung cancer","618327"
"Sclc_0012","Small cell lung cancer","617029"
"Sclc_0013","Small cell lung cancer","616862"
"Sclc_0014","Small cell lung cancer","615111"
"Sclc_0015","Small cell lung cancer","614549"
"Sclc_0016","Small cell lung cancer","613531"
"Sclc_0017","Small cell lung cancer","612211"
"Sclc_0018","Small cell lung cancer","611794"
"Sclc_0019","Small cell lung cancer","609626"
"Sclc_0020","Small cell lung cancer","608766"
"Sclc_0021","Small cell lung cancer","608307"
"Sclc_0022","Small cell lung cancer","608241"
"Sclc_0023","Small cell lung cancer","607924"
"Sclc_0024","Small cell lung cancer","180610"
"Sclc_0025","Small cell lung cancer","176830"
"Sclc_0026","Small cell lung cancer","171840"
"Sclc_0027","Small cell lung cancer","168360"
"Sclc_0028","Small cell lung cancer","167050"
"Sclc_0029","Small cell lung cancer","164840"
"Sclc_0030","Small cell lung cancer","616073"
"Sclc_0031","Small cell lung cancer","161560"
"Sclc_0032","Small cell lung cancer","158343"
"Sclc_0033","Small cell lung cancer","154950"
"Sclc_0034","Small cell lung cancer","147780"
"Sclc_0035","Small cell lung cancer","605858"
"Sclc_0036","Small cell lung cancer","605402"
"Sclc_0037","Small cell lung cancer","605374"
"Sclc_0038","Small cell lung cancer","605082"
"Sclc_0039","Small cell lung cancer","604584"
"Sclc_0040","Small cell lung cancer","300159"
"Sclc_0041","Small cell lung cancer","607442"
"Sclc_0042","Small cell lung cancer","606886"
"Sclc_0043","Small cell lung cancer","606884"
"Sclc_0044","Small cell lung cancer","606584"
"Sclc_0045","Small cell lung cancer","602865"
"Sclc_0046","Small cell lung cancer","602725"
"Sclc_0047","Small cell lung cancer","602559"
"Sclc_0048","Small cell lung cancer","601721"
"Sclc_0049","Small cell lung cancer","601712"
"Sclc_0050","Small cell lung cancer","601485"
"Sclc_0051","Small cell lung cancer","600865"
"Sclc_0052","Small cell lung cancer","600690"
"Sclc_0053","Small cell lung cancer","600303"
"Sclc_0054","Small cell lung cancer","600299"
"Sclc_0055","Small cell lung cancer","600021"
"Sclc_0056","Small cell lung cancer","600003"
"Sclc_0057","Small cell lung cancer","137260"
"Sclc_0058","Small cell lung cancer","136950"
"Sclc_0059","Small cell lung cancer","126430"
"Sclc_0060","Small cell lung cancer","194533"
"Sclc_0061","Small cell lung cancer","192340"
"Sclc_0062","Small cell lung cancer","192321"
"Sclc_0063","Small cell lung cancer","191325"
"Sclc_0064","Small cell lung cancer","190160"
"Sclc_0065","Small cell lung cancer","190080"
"Sclc_0066","Small cell lung cancer","190070"
"Sclc_0067","Small cell lung cancer","109135"
"Sclc_0068","Small cell lung cancer","109092"
"Sclc_0069","Small cell lung cancer","100790"
"Sclc_0070","Small cell lung cancer","611649"
"Sclc_0071","Small cell lung cancer","179590"
"Sclc_0072","Small cell lung cancer","176975"
"Sclc_0073","Small cell lung cancer","170260"
"Sclc_0074","Small cell lung cancer","164850"
"Sclc_0075","Small cell lung cancer","605686"
"Sclc_0076","Small cell lung cancer","300702"
"Sclc_0077","Small cell lung cancer","603963"
"Sclc_0078","Small cell lung cancer","602435"
"Sclc_0079","Small cell lung cancer","602430"
"Sclc_0080","Small cell lung cancer","601124"
"Sclc_0081","Small cell lung cancer","123280"
"Sclc_0082","Small cell lung cancer","191130"
"Sclc_0083","Small cell lung cancer","600492"
"Sclc_0084","Small cell lung cancer","182452"
"Sclc_0085","Small cell lung cancer","608892"
"Sclc_0086","Small cell lung cancer","153619"
"Sclc_0087","Small cell lung cancer","131550"
"Sclc_0088","Small cell lung cancer","191170"
"Sclc_0089","Small cell lung cancer","104620"
"Sclc_0090","Small cell lung cancer","601281"
"Sclc_0091","Small cell lung cancer","600725"
"Sclc_0092","Small cell lung cancer","102645"
"Sclc_0093","Small cell lung cancer","105590"
"Sclc_0094","Small cell lung cancer","190198"
"Sclc_0095","Small cell lung cancer","614041"
"Sclc_0096","Small cell lung cancer","211980"
"Thy_0001","Thyroid cancer","188550"
"Thy_0002","Thyroid cancer","175200"
"Thy_0003","Thyroid cancer","175100"
"Thy_0004","Thyroid cancer","174800"
"Thy_0005","Thyroid cancer","168000"
"Thy_0006","Thyroid cancer","147060"
"Thy_0007","Thyroid cancer","619432"
"Thy_0008","Thyroid cancer","618359"
"Thy_0009","Thyroid cancer","617989"
"Thy_0010","Thyroid cancer","617440"
"Thy_0011","Thyroid cancer","616554"
"Thy_0012","Thyroid cancer","610696"
"Thy_0013","Thyroid cancer","162643"
"Thy_0014","Thyroid cancer","605752"
"Thy_0015","Thyroid cancer","604881"
"Thy_0016","Thyroid cancer","607127"
"Thy_0017","Thyroid cancer","606241"
"Thy_0018","Thyroid cancer","604373"
"Thy_0019","Thyroid cancer","604001"
"Thy_0020","Thyroid cancer","602641"
"Thy_0021","Thyroid cancer","601615"
"Thy_0022","Thyroid cancer","600073"
"Thy_0023","Thyroid cancer","138140"
"Thy_0024","Thyroid cancer","134637"
"Thy_0025","Thyroid cancer","133440"
"Thy_0026","Thyroid cancer","191170"
"Thy_0027","Thyroid cancer","188830"
"Thy_0028","Thyroid cancer","185470"
"Thy_0029","Thyroid cancer","600495"
"Thy_0030","Thyroid cancer","100790"
"Thy_0031","Thyroid cancer","605244"
"Thy_0032","Thyroid cancer","610755"
"Thy_0033","Thyroid cancer","144700"
"Thy_0034","Thyroid cancer","277700"
"Thy_0035","Thyroid cancer","275200"
"Thy_0036","Thyroid cancer","135150"
"Thy_0037","Thyroid cancer","118450"
"Thy_0038","Thyroid cancer","617568"
"Thy_0039","Thyroid cancer","614821"
"Thy_0040","Thyroid cancer","612698"
"Thy_0041","Thyroid cancer","611189"
"Thy_0042","Thyroid cancer","610567"
"Thy_0043","Thyroid cancer","609337"
"Thy_0044","Thyroid cancer","176975"
"Thy_0045","Thyroid cancer","164730"
"Thy_0046","Thyroid cancer","300769"
"Thy_0047","Thyroid cancer","300569"
"Thy_0048","Thyroid cancer","300568"
"Thy_0049","Thyroid cancer","300309"
"Thy_0050","Thyroid cancer","606765"
"Thy_0051","Thyroid cancer","602617"
"Thy_0052","Thyroid cancer","600635"
"Thy_0053","Thyroid cancer","192240"
"Thy_0054","Thyroid cancer","114130"
"Thy_0055","Thyroid cancer","607464"
"Thy_0056","Thyroid cancer","138800"
"Thy_0057","Thyroid cancer","614938"
"Thy_0058","Thyroid cancer","602925"
"Thy_0059","Thyroid cancer","602690"
"Thy_0060","Thyroid cancer","131550"
"Thy_0061","Thyroid cancer","188450"
